,tsne1,tsn2
818,-25.416739,60.69744
819,7.7093163,-0.94001746
820,-53.575348,32.20427
821,42.727715,-47.95461
822,-34.7754,-22.376253
823,39.13274,33.47451
824,5.015347,-21.716673
825,-40.87522,32.0401
826,43.91256,-15.847682
827,-49.572083,-5.256253
828,18.745035,-0.20906536
829,-19.107754,53.410007
830,23.450064,-52.913452
831,-17.114996,-40.33186
832,-13.332485,63.81031
833,-49.520073,-40.552414
834,28.425152,-8.757117
835,40.00504,-36.027214
836,-18.131973,-53.825775
837,8.702138,6.516641
838,61.984627,-11.223185
839,-67.08877,-2.433524
840,61.729877,24.887848
841,39.30498,-51.030956
842,47.827854,0.19416647
843,-8.43067,38.671894
844,-22.763325,-6.541221
845,7.258285,-22.7195
846,8.694408,-58.6158
847,12.908159,-55.21893
848,-28.945286,48.838314
849,-61.5144,-9.176602
850,37.019547,6.3731036
851,52.664246,7.6317596
852,15.666569,-20.830475
853,36.81668,-4.386127
854,37.11201,-32.33884
855,29.914326,20.66602
856,-6.4943438,53.81994
857,20.961824,-0.25011474
858,33.816257,-25.281588
859,-2.3343189,-16.456278
860,-17.533417,54.299114
861,-10.578649,67.421455
862,41.52056,-52.506145
863,-40.77527,-55.391537
864,20.503845,0.2307196
865,42.14927,2.881478
866,6.5679336,35.99707
867,-66.9048,-2.855607
868,-14.071476,-48.23757
869,-6.9584665,-4.0316954
870,-11.66597,33.103283
871,45.070583,44.485844
872,-5.935976,-3.51894
873,14.535023,10.775911
874,45.074707,-3.3399963
875,-62.991234,8.501084
876,25.490974,44.861786
877,-44.09495,22.165915
878,17.03014,-57.483643
879,-27.797789,47.070927
880,0.28971595,-55.641235
881,5.5436797,-48.141693
882,-0.8135187,52.860283
883,11.739128,-10.355536
884,-30.06137,-25.317223
885,-14.451929,27.034027
886,43.953014,-33.52857
887,-12.513175,62.437584
888,-41.224247,-54.731018
889,22.1646,-15.54692
890,38.26517,28.95306
891,21.345137,7.064055
892,-26.021118,-4.768113
893,-20.175234,67.90363
894,22.602966,-50.035885
895,-67.69752,-9.80453
896,-20.500921,69.39324
897,16.385502,7.931268
898,5.0277505,-22.883623
899,-13.011451,-49.30101
900,-34.03663,25.356974
901,17.152124,47.44595
902,67.23609,-14.07744
903,-40.09118,1.8024814
904,-25.220806,-55.576702
905,-44.960217,-44.05985
906,65.518654,1.5967871
907,-8.446975,45.43876
908,46.884712,-3.3484168
909,-16.267942,52.43647
910,-59.172825,-1.410601
911,-69.84877,-2.1326067
912,57.337852,-16.68768
913,-29.999298,12.276577
914,-17.8759,-42.49519
915,1.1086508,-61.667133
916,18.343689,35.388035
917,17.05945,34.157295
918,0.61053747,-29.53389
919,-57.02212,16.294401
920,-15.104957,34.98074
921,-54.593304,-3.831122
922,-11.851002,28.595312
923,-6.9175386,53.43794
924,-37.747475,32.206276
925,-34.014877,37.52042
926,-10.157687,0.41967785
927,-24.108192,-52.921524
928,-18.865917,55.182457
929,53.109818,-14.715437
930,55.492374,-10.25595
931,40.91854,-1.0966759
932,15.075397,9.4283905
933,-12.515033,47.631954
934,-65.821365,0.9961615
935,-22.781809,-40.100876
936,58.07049,30.30102
937,-9.0926285,-29.415245
938,44.930504,-4.4181833
939,-5.8084464,20.260092
940,26.8667,60.484344
941,-35.436295,-26.760122
942,15.493927,-21.178434
943,5.193607,65.97391
944,-10.36557,29.325174
945,-19.763123,-15.956068
946,5.580678,8.733807
947,-59.01493,24.36427
948,67.46321,-13.55898
949,-49.382313,-19.291174
950,-26.471838,-52.033913
951,-39.95117,29.948706
952,-24.215334,24.914413
953,31.70493,37.22149
954,-34.761547,-46.9511
955,-4.075709,50.818176
956,-48.964375,-29.452442
957,23.92406,44.273335
958,-59.558273,30.006916
959,-24.828354,24.046316
960,22.793512,7.113125
961,-14.829478,-33.64547
962,63.54108,5.9122605
963,2.6135876,17.748175
964,-36.71519,-36.10185
965,-58.029995,-11.064609
966,40.396442,-5.813194
967,-31.286976,-31.180588
968,55.635773,26.377436
969,15.156962,-45.074547
970,-34.40883,-51.761234
971,-44.787075,-43.783855
972,11.729043,20.880669
973,-58.508156,30.98477
974,43.316685,-7.9982033
975,25.108332,-12.218299
976,45.473415,7.283039
977,47.086575,-27.86948
978,-29.087034,38.136868
979,44.84396,53.532623
980,5.956467,28.198343
981,8.571706,17.90902
982,41.839863,-34.7821
983,-12.851754,65.59496
984,-21.998333,66.29805
985,-28.427528,-4.0812774
986,-1.700251,54.07903
987,39.84169,49.61386
988,-13.932988,44.48405
989,-30.43669,-18.851982
990,54.92308,23.123182
991,6.4600163,18.697279
992,48.255493,-49.668304
993,-17.436886,-54.778465
994,26.278692,2.2444553
995,27.886732,52.143127
996,11.226983,-55.41674
997,-44.905872,-46.102432
998,-57.432938,16.263737
999,-16.178976,60.265526
1000,20.912977,9.101334
1001,24.001848,-58.97492
1002,-34.118015,6.567889
1003,47.857544,-12.820943
1004,25.142387,4.4888067
1005,11.156127,-48.74855
1006,17.524021,37.106647
1007,2.3850617,-4.841275
1008,-18.636776,65.650856
1009,31.112118,24.318638
1010,0.12523305,49.423744
1011,1.2503599,-29.056643
1012,60.428123,2.971955
1013,23.558548,-45.80247
1014,19.45991,29.71949
1015,-5.3905416,62.646893
1016,27.716541,23.149038
1017,-12.159088,53.69832
1018,37.98792,4.608957
1019,11.834413,-49.225746
1020,-7.902846,52.692234
1021,-33.202103,45.033173
1022,-10.639198,-36.47261
1023,-5.759911,33.186108
1024,-44.016594,-24.809183
1025,-13.739824,-48.697624
1026,-37.93292,13.196316
1027,47.44809,46.62144
1028,-31.890608,39.478397
1029,23.574064,8.2253275
1030,-60.677586,-15.989614
1031,-49.35111,-24.529795
1032,-60.312504,-10.259768
1033,-54.959442,32.919495
1034,56.487553,1.8104627
1035,-51.111988,-4.4453044
1036,-11.2384405,-63.600723
1037,-34.442863,-29.979338
1038,-25.787851,45.48143
1039,46.81019,8.077747
1040,35.03902,8.803477
1041,-62.35044,-7.840226
1042,10.082937,-63.09576
1043,-7.151053,69.99939
1044,43.63377,-34.121986
1045,-1.8157191,17.410833
1046,-31.603367,-51.420765
